Type,Name,Status,Score /5,Author,Publisher,Publishing/Release Date,Summary
Books,Data Science para Negócios,Reading,⭐️⭐️⭐️⭐️⭐️,Foster Provost & Tom Fawcett,Alta Books,"Jan 1, 2016",O que Você precisa saber sobre Mineração de dados e pensamento analítico de dados
